timestamp,demand_actual,demand_p5,demand_p50,demand_p95,demand_mean
2026-01-15 19:00:00,1303.18,1053.6593624569198,1275.5512989617855,1501.6353500212833,1274.3034891054706
2026-01-15 20:00:00,1221.69,986.1283570789664,1201.3831610038133,1424.9705603140787,1206.61846367506
2026-01-15 21:00:00,1167.365,902.6588570769837,1128.1808466799757,1365.8928002385046,1130.632012679368
2026-01-15 22:00:00,1135.43,860.2808046014899,1077.9226872673194,1317.7504393584593,1082.466031775146
2026-01-15 23:00:00,1129.23,819.8147651205804,1044.3070878657907,1268.021241513413,1048.4572253721296
2026-01-16 00:00:00,1100.9175,800.096022372627,1023.8590354853299,1245.1692527719267,1026.4336578038296
2026-01-16 01:00:00,1082.8075,801.7409933653114,1015.7485351434691,1233.9325222530076,1017.7965155820241
2026-01-16 02:00:00,1100.5325,812.4175904696594,1014.140168388117,1236.1275811698838,1019.077860956538
2026-01-16 03:00:00,1136.3125,837.3860598485848,1042.087305739998,1246.1615423372002,1040.0603896084356
2026-01-16 04:00:00,1240.6875,926.1256463097762,1129.5628886668815,1328.4939280835863,1129.5174830619765
2026-01-16 05:00:00,1297.9825,1040.482891122842,1234.7723625320223,1431.9360299218968,1236.351386756202
2026-01-16 06:00:00,1345.06,1121.6920956351705,1312.8702774669046,1514.1501684684276,1314.813482700952
2026-01-16 07:00:00,1349.2849999999999,1154.2151958981897,1341.6683827105803,1544.7315943313386,1342.8102454377765
2026-01-16 08:00:00,1394.4925,1159.151293689548,1350.5930422921929,1537.1691297800635,1349.8884333635738
2026-01-16 09:00:00,1406.24,1149.2080787073635,1336.6293298509531,1542.3922578685556,1339.9366063603907
2026-01-16 10:00:00,1448.285,1139.1267929609264,1317.1385437085664,1518.8323550418463,1323.4051818069506
2026-01-16 11:00:00,1449.68,1145.595117995752,1330.0547455661422,1501.1334653048125,1326.0157083031445
2026-01-16 12:00:00,1430.5575,1142.7173172154085,1316.9086224085247,1505.823166069856,1319.0014621200646
2026-01-16 13:00:00,1425.4475,1139.85493514881,1316.448574613456,1502.0864927251882,1318.2445595994866
2026-01-16 14:00:00,1460.595,1151.4640115618884,1336.9638142241492,1522.7323853629314,1335.2604149536667
2026-01-16 15:00:00,1455.91,1171.0234322713873,1352.9082082571435,1529.7576622507268,1354.125266773395
2026-01-16 16:00:00,1431.4825,1151.9517404894432,1339.05091876809,1501.222488757766,1335.6232334035703
2026-01-16 17:00:00,1328.52,1118.03409955641,1299.3116383868849,1482.2008645531916,1302.6522625610494
2026-01-16 18:00:00,1318.4775,1089.9503829361151,1268.8877754841897,1451.0602087155971,1266.902139221197
2026-01-16 19:00:00,1324.2075,1041.670151946552,1212.6585305293202,1397.8092120159895,1215.6091625977417
2026-01-16 20:00:00,1299.13,966.8116535731904,1149.7611118096627,1328.3309382484638,1149.8973792771615
2026-01-16 21:00:00,1235.3075,899.3492805841755,1076.4315398011859,1250.6921604956246,1073.5180316410156
2026-01-16 22:00:00,1214.0049999999999,852.1823079466868,1027.4854763545559,1225.8690540397074,1030.2476945519854
2026-01-16 23:00:00,1145.6750000000002,839.6720203090595,1000.6160243319589,1182.2604356390605,1003.2643579251745
2026-01-17 00:00:00,1145.5,730.8718778990597,923.0735502313366,1126.7169678583136,926.1840726112116
2026-01-17 01:00:00,1175.3875,728.8289519959469,925.5273887001761,1114.4045943823364,924.4537261953886
2026-01-17 02:00:00,1126.1675,717.5615734593233,930.0133107118827,1128.0231257252763,927.5208804185713
2026-01-17 03:00:00,1112.1425,756.836803022537,954.6159476087493,1166.7044720639965,956.9940935780536
2026-01-17 04:00:00,1125.72,836.4006982410918,1056.7003351303188,1252.1184261363333,1052.9613648059706
2026-01-17 05:00:00,1153.6575,956.9970010736981,1165.2990240511508,1367.2269953474447,1163.5931730290758
2026-01-17 06:00:00,1206.6375,1033.6509733883302,1251.3739489189506,1450.8355452619194,1249.042467984642
2026-01-17 07:00:00,1278.2525,1077.443660194835,1282.4170414982675,1495.6886200546244,1280.811676886885
2026-01-17 08:00:00,1316.1275,1081.426552818211,1290.5373528067194,1498.8318744219048,1291.4235289901148
2026-01-17 09:00:00,1305.1325,1080.4265817703642,1286.5526156131405,1494.8017492052952,1288.538436812281
2026-01-17 10:00:00,1288.8625,1063.4499237865132,1269.431828257313,1482.223575598126,1269.9187409712324
2026-01-17 11:00:00,1278.605,1084.3617005110602,1277.8457323257678,1476.663117094319,1276.5694159059938
2026-01-17 12:00:00,1277.045,1067.1496498334661,1270.2655068218482,1464.6077799749764,1267.2013761350513
2026-01-17 13:00:00,1302.4775,1074.7165474557669,1267.0999516645172,1469.4468662752927,1268.0371775428334
2026-01-17 14:00:00,1294.13,1083.2250669432854,1285.9400532197324,1501.060303718663,1285.7808951301624
2026-01-17 15:00:00,1311.9575,1090.8620775088436,1303.279740893598,1505.906745894665,1304.064989224237
2026-01-17 16:00:00,1260.5275000000001,1085.0244047068522,1288.9616145964696,1478.0788058027395,1286.848176034412
2026-01-17 17:00:00,1242.4925,1055.6168533552027,1251.0103217920887,1456.1508536592985,1252.0029784826866
2026-01-17 18:00:00,1286.58,1016.875726698433,1213.9459346017995,1404.935303327306,1215.1040112923495
2026-01-17 19:00:00,1205.1425,973.968652285893,1163.6394004217484,1361.977793053493,1163.2412416918187
