"MTU (CET/CEST)","Area","Production Type","Generation (MW)"
"08/10/2024 14:00:00 - 08/10/2024 15:00:00","CTA|EE","Solar","165.20"
"08/10/2024 15:00:00 - 08/10/2024 16:00:00","CTA|EE","Solar","107.00"
"08/10/2024 16:00:00 - 08/10/2024 17:00:00","CTA|EE","Solar","35.00"
"08/10/2024 17:00:00 - 08/10/2024 18:00:00","CTA|EE","Solar","4.70"
"08/10/2024 18:00:00 - 08/10/2024 19:00:00","CTA|EE","Solar","2.80"
"08/10/2024 19:00:00 - 08/10/2024 20:00:00","CTA|EE","Solar","1.20"
"08/10/2024 20:00:00 - 08/10/2024 21:00:00","CTA|EE","Solar","0.70"
"08/10/2024 21:00:00 - 08/10/2024 22:00:00","CTA|EE","Solar","0.80"
"08/10/2024 22:00:00 - 08/10/2024 23:00:00","CTA|EE","Solar","0.30"
"08/10/2024 23:00:00 - 09/10/2024 00:00:00","CTA|EE","Solar","0.40"
"09/10/2024 00:00:00 - 09/10/2024 01:00:00","CTA|EE","Solar","0.40"
"09/10/2024 01:00:00 - 09/10/2024 02:00:00","CTA|EE","Solar","0.60"
"09/10/2024 02:00:00 - 09/10/2024 03:00:00","CTA|EE","Solar","0.40"
"09/10/2024 03:00:00 - 09/10/2024 04:00:00","CTA|EE","Solar","0.80"
"09/10/2024 04:00:00 - 09/10/2024 05:00:00","CTA|EE","Solar","0.40"
"09/10/2024 05:00:00 - 09/10/2024 06:00:00","CTA|EE","Solar","0.40"
"09/10/2024 06:00:00 - 09/10/2024 07:00:00","CTA|EE","Solar","1.30"
"09/10/2024 07:00:00 - 09/10/2024 08:00:00","CTA|EE","Solar","12.30"
"09/10/2024 08:00:00 - 09/10/2024 09:00:00","CTA|EE","Solar","32.60"
"09/10/2024 09:00:00 - 09/10/2024 10:00:00","CTA|EE","Solar","56.20"
"09/10/2024 10:00:00 - 09/10/2024 11:00:00","CTA|EE","Solar","97.20"
"09/10/2024 11:00:00 - 09/10/2024 12:00:00","CTA|EE","Solar","126.30"
"09/10/2024 12:00:00 - 09/10/2024 13:00:00","CTA|EE","Solar","146.00"
"09/10/2024 13:00:00 - 09/10/2024 14:00:00","CTA|EE","Solar","109.90"
"09/10/2024 14:00:00 - 09/10/2024 15:00:00","CTA|EE","Solar","57.80"
"09/10/2024 15:00:00 - 09/10/2024 16:00:00","CTA|EE","Solar","22.60"
"09/10/2024 16:00:00 - 09/10/2024 17:00:00","CTA|EE","Solar","5.40"
"09/10/2024 17:00:00 - 09/10/2024 18:00:00","CTA|EE","Solar","0.60"
"09/10/2024 18:00:00 - 09/10/2024 19:00:00","CTA|EE","Solar","1.60"
"09/10/2024 19:00:00 - 09/10/2024 20:00:00","CTA|EE","Solar","1.40"
"09/10/2024 20:00:00 - 09/10/2024 21:00:00","CTA|EE","Solar","0.80"
"09/10/2024 21:00:00 - 09/10/2024 22:00:00","CTA|EE","Solar","0.50"
"09/10/2024 22:00:00 - 09/10/2024 23:00:00","CTA|EE","Solar","0.50"
"09/10/2024 23:00:00 - 10/10/2024 00:00:00","CTA|EE","Solar","0.60"
"10/10/2024 00:00:00 - 10/10/2024 01:00:00","CTA|EE","Solar","0.60"
"10/10/2024 01:00:00 - 10/10/2024 02:00:00","CTA|EE","Solar","0.60"
"10/10/2024 02:00:00 - 10/10/2024 03:00:00","CTA|EE","Solar","0.50"
"10/10/2024 03:00:00 - 10/10/2024 04:00:00","CTA|EE","Solar","0.50"
"10/10/2024 04:00:00 - 10/10/2024 05:00:00","CTA|EE","Solar","0.50"
"10/10/2024 05:00:00 - 10/10/2024 06:00:00","CTA|EE","Solar","0.50"
"10/10/2024 06:00:00 - 10/10/2024 07:00:00","CTA|EE","Solar","0.60"
"10/10/2024 07:00:00 - 10/10/2024 08:00:00","CTA|EE","Solar","8.50"
"10/10/2024 08:00:00 - 10/10/2024 09:00:00","CTA|EE","Solar","26.50"
"10/10/2024 09:00:00 - 10/10/2024 10:00:00","CTA|EE","Solar","47.00"
"10/10/2024 10:00:00 - 10/10/2024 11:00:00","CTA|EE","Solar","55.80"
"10/10/2024 11:00:00 - 10/10/2024 12:00:00","CTA|EE","Solar","64.40"
"10/10/2024 12:00:00 - 10/10/2024 13:00:00","CTA|EE","Solar","67.40"
"10/10/2024 13:00:00 - 10/10/2024 14:00:00","CTA|EE","Solar","55.90"
"10/10/2024 14:00:00 - 10/10/2024 15:00:00","CTA|EE","Solar","40.30"
"10/10/2024 15:00:00 - 10/10/2024 16:00:00","CTA|EE","Solar","27.40"
"10/10/2024 16:00:00 - 10/10/2024 17:00:00","CTA|EE","Solar","10.60"
"10/10/2024 17:00:00 - 10/10/2024 18:00:00","CTA|EE","Solar","1.20"
"10/10/2024 18:00:00 - 10/10/2024 19:00:00","CTA|EE","Solar","0.80"
"10/10/2024 19:00:00 - 10/10/2024 20:00:00","CTA|EE","Solar","0.60"
"10/10/2024 20:00:00 - 10/10/2024 21:00:00","CTA|EE","Solar","0.50"
"10/10/2024 21:00:00 - 10/10/2024 22:00:00","CTA|EE","Solar","0.40"
"10/10/2024 22:00:00 - 10/10/2024 23:00:00","CTA|EE","Solar","0.40"
"10/10/2024 23:00:00 - 11/10/2024 00:00:00","CTA|EE","Solar","0.50"
"11/10/2024 00:00:00 - 11/10/2024 01:00:00","CTA|EE","Solar","0.50"
"11/10/2024 01:00:00 - 11/10/2024 02:00:00","CTA|EE","Solar","0.60"
"11/10/2024 02:00:00 - 11/10/2024 03:00:00","CTA|EE","Solar","0.60"
"11/10/2024 03:00:00 - 11/10/2024 04:00:00","CTA|EE","Solar","0.60"
"11/10/2024 04:00:00 - 11/10/2024 05:00:00","CTA|EE","Solar","0.60"
"11/10/2024 05:00:00 - 11/10/2024 06:00:00","CTA|EE","Solar","0.70"
"11/10/2024 06:00:00 - 11/10/2024 07:00:00","CTA|EE","Solar","1.80"
"11/10/2024 07:00:00 - 11/10/2024 08:00:00","CTA|EE","Solar","12.20"
"11/10/2024 08:00:00 - 11/10/2024 09:00:00","CTA|EE","Solar","42.90"
"11/10/2024 09:00:00 - 11/10/2024 10:00:00","CTA|EE","Solar","79.40"
"11/10/2024 10:00:00 - 11/10/2024 11:00:00","CTA|EE","Solar","105.50"
"11/10/2024 11:00:00 - 11/10/2024 12:00:00","CTA|EE","Solar","129.60"
"11/10/2024 12:00:00 - 11/10/2024 13:00:00","CTA|EE","Solar","135.00"
"11/10/2024 13:00:00 - 11/10/2024 14:00:00","CTA|EE","Solar","122.60"
"11/10/2024 14:00:00 - 11/10/2024 15:00:00","CTA|EE","Solar","81.70"
"11/10/2024 15:00:00 - 11/10/2024 16:00:00","CTA|EE","Solar","50.60"
"11/10/2024 16:00:00 - 11/10/2024 17:00:00","CTA|EE","Solar","25.60"
"11/10/2024 17:00:00 - 11/10/2024 18:00:00","CTA|EE","Solar","3.30"
"11/10/2024 18:00:00 - 11/10/2024 19:00:00","CTA|EE","Solar","3.60"
"11/10/2024 19:00:00 - 11/10/2024 20:00:00","CTA|EE","Solar","2.70"
"11/10/2024 20:00:00 - 11/10/2024 21:00:00","CTA|EE","Solar","0.70"
"11/10/2024 21:00:00 - 11/10/2024 22:00:00","CTA|EE","Solar","0.50"
"11/10/2024 22:00:00 - 11/10/2024 23:00:00","CTA|EE","Solar","0.50"
"11/10/2024 23:00:00 - 12/10/2024 00:00:00","CTA|EE","Solar","0.60"
"12/10/2024 00:00:00 - 12/10/2024 01:00:00","CTA|EE","Solar","0.70"
"12/10/2024 01:00:00 - 12/10/2024 02:00:00","CTA|EE","Solar","0.60"
"12/10/2024 02:00:00 - 12/10/2024 03:00:00","CTA|EE","Solar","0.60"
"12/10/2024 03:00:00 - 12/10/2024 04:00:00","CTA|EE","Solar","0.60"
"12/10/2024 04:00:00 - 12/10/2024 05:00:00","CTA|EE","Solar","0.60"
"12/10/2024 05:00:00 - 12/10/2024 06:00:00","CTA|EE","Solar","0.60"
"12/10/2024 06:00:00 - 12/10/2024 07:00:00","CTA|EE","Solar","1.60"
"12/10/2024 07:00:00 - 12/10/2024 08:00:00","CTA|EE","Solar","64.10"
"12/10/2024 08:00:00 - 12/10/2024 09:00:00","CTA|EE","Solar","261.00"
"12/10/2024 09:00:00 - 12/10/2024 10:00:00","CTA|EE","Solar","449.10"
"12/10/2024 10:00:00 - 12/10/2024 11:00:00","CTA|EE","Solar","572.50"
"12/10/2024 11:00:00 - 12/10/2024 12:00:00","CTA|EE","Solar","568.70"
"12/10/2024 12:00:00 - 12/10/2024 13:00:00","CTA|EE","Solar","467.70"
"12/10/2024 13:00:00 - 12/10/2024 14:00:00","CTA|EE","Solar","393.80"
"12/10/2024 14:00:00 - 12/10/2024 15:00:00","CTA|EE","Solar","289.00"
"12/10/2024 15:00:00 - 12/10/2024 16:00:00","CTA|EE","Solar","180.50"
"12/10/2024 16:00:00 - 12/10/2024 17:00:00","CTA|EE","Solar","53.60"
"12/10/2024 17:00:00 - 12/10/2024 18:00:00","CTA|EE","Solar","4.80"
"12/10/2024 18:00:00 - 12/10/2024 19:00:00","CTA|EE","Solar","5.40"
"12/10/2024 19:00:00 - 12/10/2024 20:00:00","CTA|EE","Solar","3.70"
"12/10/2024 20:00:00 - 12/10/2024 21:00:00","CTA|EE","Solar","1.50"
"12/10/2024 21:00:00 - 12/10/2024 22:00:00","CTA|EE","Solar","1.10"
"12/10/2024 22:00:00 - 12/10/2024 23:00:00","CTA|EE","Solar","0.60"
"12/10/2024 23:00:00 - 13/10/2024 00:00:00","CTA|EE","Solar","0.60"
"13/10/2024 00:00:00 - 13/10/2024 01:00:00","CTA|EE","Solar","1.00"
"13/10/2024 01:00:00 - 13/10/2024 02:00:00","CTA|EE","Solar","1.00"
"13/10/2024 02:00:00 - 13/10/2024 03:00:00","CTA|EE","Solar","1.00"
"13/10/2024 03:00:00 - 13/10/2024 04:00:00","CTA|EE","Solar","0.90"
"13/10/2024 04:00:00 - 13/10/2024 05:00:00","CTA|EE","Solar","0.90"
"13/10/2024 05:00:00 - 13/10/2024 06:00:00","CTA|EE","Solar","1.00"
"13/10/2024 06:00:00 - 13/10/2024 07:00:00","CTA|EE","Solar","2.00"
"13/10/2024 07:00:00 - 13/10/2024 08:00:00","CTA|EE","Solar","52.20"
"13/10/2024 08:00:00 - 13/10/2024 09:00:00","CTA|EE","Solar","203.40"
"13/10/2024 09:00:00 - 13/10/2024 10:00:00","CTA|EE","Solar","377.50"
"13/10/2024 10:00:00 - 13/10/2024 11:00:00","CTA|EE","Solar","518.60"
"13/10/2024 11:00:00 - 13/10/2024 12:00:00","CTA|EE","Solar","599.90"
"13/10/2024 12:00:00 - 13/10/2024 13:00:00","CTA|EE","Solar","595.50"
"13/10/2024 13:00:00 - 13/10/2024 14:00:00","CTA|EE","Solar","502.00"
"13/10/2024 14:00:00 - 13/10/2024 15:00:00","CTA|EE","Solar","352.40"
"13/10/2024 15:00:00 - 13/10/2024 16:00:00","CTA|EE","Solar","168.40"
"13/10/2024 16:00:00 - 13/10/2024 17:00:00","CTA|EE","Solar","33.60"
"13/10/2024 17:00:00 - 13/10/2024 18:00:00","CTA|EE","Solar","2.00"
"13/10/2024 18:00:00 - 13/10/2024 19:00:00","CTA|EE","Solar","2.20"
"13/10/2024 19:00:00 - 13/10/2024 20:00:00","CTA|EE","Solar","2.70"
"13/10/2024 20:00:00 - 13/10/2024 21:00:00","CTA|EE","Solar","0.90"
"13/10/2024 21:00:00 - 13/10/2024 22:00:00","CTA|EE","Solar","0.40"
"13/10/2024 22:00:00 - 13/10/2024 23:00:00","CTA|EE","Solar","4.50"
"13/10/2024 23:00:00 - 14/10/2024 00:00:00","CTA|EE","Solar","0.30"
"14/10/2024 00:00:00 - 14/10/2024 01:00:00","CTA|EE","Solar","0.20"
"14/10/2024 01:00:00 - 14/10/2024 02:00:00","CTA|EE","Solar","0.30"
"14/10/2024 02:00:00 - 14/10/2024 03:00:00","CTA|EE","Solar","0.30"
"14/10/2024 03:00:00 - 14/10/2024 04:00:00","CTA|EE","Solar","0.20"
"14/10/2024 04:00:00 - 14/10/2024 05:00:00","CTA|EE","Solar","0.20"
"14/10/2024 05:00:00 - 14/10/2024 06:00:00","CTA|EE","Solar","0.30"
"14/10/2024 06:00:00 - 14/10/2024 07:00:00","CTA|EE","Solar","1.10"
"14/10/2024 07:00:00 - 14/10/2024 08:00:00","CTA|EE","Solar","17.60"
"14/10/2024 08:00:00 - 14/10/2024 09:00:00","CTA|EE","Solar","70.00"
"14/10/2024 09:00:00 - 14/10/2024 10:00:00","CTA|EE","Solar","134.60"
"14/10/2024 10:00:00 - 14/10/2024 11:00:00","CTA|EE","Solar","167.00"
"14/10/2024 11:00:00 - 14/10/2024 12:00:00","CTA|EE","Solar","162.60"
"14/10/2024 12:00:00 - 14/10/2024 13:00:00","CTA|EE","Solar","138.30"
"14/10/2024 13:00:00 - 14/10/2024 14:00:00","CTA|EE","Solar","123.30"
"14/10/2024 14:00:00 - 14/10/2024 15:00:00","CTA|EE","Solar","87.70"
"14/10/2024 15:00:00 - 14/10/2024 16:00:00","CTA|EE","Solar","51.20"
"14/10/2024 16:00:00 - 14/10/2024 17:00:00","CTA|EE","Solar","15.70"
"14/10/2024 17:00:00 - 14/10/2024 18:00:00","CTA|EE","Solar","0.70"
"14/10/2024 18:00:00 - 14/10/2024 19:00:00","CTA|EE","Solar","2.30"
"14/10/2024 19:00:00 - 14/10/2024 20:00:00","CTA|EE","Solar","2.30"
"14/10/2024 20:00:00 - 14/10/2024 21:00:00","CTA|EE","Solar","0.40"
"14/10/2024 21:00:00 - 14/10/2024 22:00:00","CTA|EE","Solar","0.50"
"14/10/2024 22:00:00 - 14/10/2024 23:00:00","CTA|EE","Solar","0.50"
"14/10/2024 23:00:00 - 15/10/2024 00:00:00","CTA|EE","Solar","0.50"
"15/10/2024 00:00:00 - 15/10/2024 01:00:00","CTA|EE","Solar","0.50"
"15/10/2024 01:00:00 - 15/10/2024 02:00:00","CTA|EE","Solar","0.50"
"15/10/2024 02:00:00 - 15/10/2024 03:00:00","CTA|EE","Solar","0.50"
"15/10/2024 03:00:00 - 15/10/2024 04:00:00","CTA|EE","Solar","0.50"
"15/10/2024 04:00:00 - 15/10/2024 05:00:00","CTA|EE","Solar","0.50"
"15/10/2024 05:00:00 - 15/10/2024 06:00:00","CTA|EE","Solar","0.60"
"15/10/2024 06:00:00 - 15/10/2024 07:00:00","CTA|EE","Solar","1.10"
"15/10/2024 07:00:00 - 15/10/2024 08:00:00","CTA|EE","Solar","28.10"
"15/10/2024 08:00:00 - 15/10/2024 09:00:00","CTA|EE","Solar","130.90"
"15/10/2024 09:00:00 - 15/10/2024 10:00:00","CTA|EE","Solar","236.10"
"15/10/2024 10:00:00 - 15/10/2024 11:00:00","CTA|EE","Solar","299.40"
"15/10/2024 11:00:00 - 15/10/2024 12:00:00","CTA|EE","Solar","275.40"
"15/10/2024 12:00:00 - 15/10/2024 13:00:00","CTA|EE","Solar","230.10"
"15/10/2024 13:00:00 - 15/10/2024 14:00:00","CTA|EE","Solar","203.00"
"15/10/2024 14:00:00 - 15/10/2024 15:00:00","CTA|EE","Solar","160.50"
"15/10/2024 15:00:00 - 15/10/2024 16:00:00","CTA|EE","Solar","79.20"
"15/10/2024 16:00:00 - 15/10/2024 17:00:00","CTA|EE","Solar","19.50"
"15/10/2024 17:00:00 - 15/10/2024 18:00:00","CTA|EE","Solar","1.90"
"15/10/2024 18:00:00 - 15/10/2024 19:00:00","CTA|EE","Solar","3.30"
"15/10/2024 19:00:00 - 15/10/2024 20:00:00","CTA|EE","Solar","3.20"
"15/10/2024 20:00:00 - 15/10/2024 21:00:00","CTA|EE","Solar","0.80"
"15/10/2024 21:00:00 - 15/10/2024 22:00:00","CTA|EE","Solar","0.70"
"15/10/2024 22:00:00 - 15/10/2024 23:00:00","CTA|EE","Solar","0.60"
"15/10/2024 23:00:00 - 16/10/2024 00:00:00","CTA|EE","Solar","0.50"
"16/10/2024 00:00:00 - 16/10/2024 01:00:00","CTA|EE","Solar","0.50"
"16/10/2024 01:00:00 - 16/10/2024 02:00:00","CTA|EE","Solar","0.50"
"16/10/2024 02:00:00 - 16/10/2024 03:00:00","CTA|EE","Solar","0.50"
"16/10/2024 03:00:00 - 16/10/2024 04:00:00","CTA|EE","Solar","0.40"
"16/10/2024 04:00:00 - 16/10/2024 05:00:00","CTA|EE","Solar","0.40"
"16/10/2024 05:00:00 - 16/10/2024 06:00:00","CTA|EE","Solar","1.40"
"16/10/2024 06:00:00 - 16/10/2024 07:00:00","CTA|EE","Solar","2.90"
"16/10/2024 07:00:00 - 16/10/2024 08:00:00","CTA|EE","Solar","47.60"
"16/10/2024 08:00:00 - 16/10/2024 09:00:00","CTA|EE","Solar","237.60"
"16/10/2024 09:00:00 - 16/10/2024 10:00:00","CTA|EE","Solar","448.60"
"16/10/2024 10:00:00 - 16/10/2024 11:00:00","CTA|EE","Solar","573.80"
"16/10/2024 11:00:00 - 16/10/2024 12:00:00","CTA|EE","Solar","645.60"
"16/10/2024 12:00:00 - 16/10/2024 13:00:00","CTA|EE","Solar","641.40"
"16/10/2024 13:00:00 - 16/10/2024 14:00:00","CTA|EE","Solar","577.80"
"16/10/2024 14:00:00 - 16/10/2024 15:00:00","CTA|EE","Solar","450.70"
"16/10/2024 15:00:00 - 16/10/2024 16:00:00","CTA|EE","Solar","245.80"
"16/10/2024 16:00:00 - 16/10/2024 17:00:00","CTA|EE","Solar","52.20"
"16/10/2024 17:00:00 - 16/10/2024 18:00:00","CTA|EE","Solar","4.30"
"16/10/2024 18:00:00 - 16/10/2024 19:00:00","CTA|EE","Solar","4.40"
"16/10/2024 19:00:00 - 16/10/2024 20:00:00","CTA|EE","Solar","2.60"
"16/10/2024 20:00:00 - 16/10/2024 21:00:00","CTA|EE","Solar","1.30"
"16/10/2024 21:00:00 - 16/10/2024 22:00:00","CTA|EE","Solar","0.90"
"16/10/2024 22:00:00 - 16/10/2024 23:00:00","CTA|EE","Solar","0.50"
"16/10/2024 23:00:00 - 17/10/2024 00:00:00","CTA|EE","Solar","0.50"
"17/10/2024 00:00:00 - 17/10/2024 01:00:00","CTA|EE","Solar","0.50"
"17/10/2024 01:00:00 - 17/10/2024 02:00:00","CTA|EE","Solar","0.50"
"17/10/2024 02:00:00 - 17/10/2024 03:00:00","CTA|EE","Solar","0.40"
"17/10/2024 03:00:00 - 17/10/2024 04:00:00","CTA|EE","Solar","0.40"
"17/10/2024 04:00:00 - 17/10/2024 05:00:00","CTA|EE","Solar","0.40"
"17/10/2024 05:00:00 - 17/10/2024 06:00:00","CTA|EE","Solar","0.50"
"17/10/2024 06:00:00 - 17/10/2024 07:00:00","CTA|EE","Solar","1.30"
"17/10/2024 07:00:00 - 17/10/2024 08:00:00","CTA|EE","Solar","37.00"
"17/10/2024 08:00:00 - 17/10/2024 09:00:00","CTA|EE","Solar","211.20"
"17/10/2024 09:00:00 - 17/10/2024 10:00:00","CTA|EE","Solar","422.00"
"17/10/2024 10:00:00 - 17/10/2024 11:00:00","CTA|EE","Solar","537.60"
"17/10/2024 11:00:00 - 17/10/2024 12:00:00","CTA|EE","Solar","587.50"
"17/10/2024 12:00:00 - 17/10/2024 13:00:00","CTA|EE","Solar","599.40"
"17/10/2024 13:00:00 - 17/10/2024 14:00:00","CTA|EE","Solar","537.10"
"17/10/2024 14:00:00 - 17/10/2024 15:00:00","CTA|EE","Solar","431.20"
"17/10/2024 15:00:00 - 17/10/2024 16:00:00","CTA|EE","Solar","244.40"
"17/10/2024 16:00:00 - 17/10/2024 17:00:00","CTA|EE","Solar","49.60"
"17/10/2024 17:00:00 - 17/10/2024 18:00:00","CTA|EE","Solar","5.70"
"17/10/2024 18:00:00 - 17/10/2024 19:00:00","CTA|EE","Solar","2.80"
"17/10/2024 19:00:00 - 17/10/2024 20:00:00","CTA|EE","Solar","1.40"
"17/10/2024 20:00:00 - 17/10/2024 21:00:00","CTA|EE","Solar","0.70"
"17/10/2024 21:00:00 - 17/10/2024 22:00:00","CTA|EE","Solar","0.70"
"17/10/2024 22:00:00 - 17/10/2024 23:00:00","CTA|EE","Solar","0.70"
"17/10/2024 23:00:00 - 18/10/2024 00:00:00","CTA|EE","Solar","0.50"
"18/10/2024 00:00:00 - 18/10/2024 01:00:00","CTA|EE","Solar","0.50"
"18/10/2024 01:00:00 - 18/10/2024 02:00:00","CTA|EE","Solar","0.50"
"18/10/2024 02:00:00 - 18/10/2024 03:00:00","CTA|EE","Solar","0.40"
"18/10/2024 03:00:00 - 18/10/2024 04:00:00","CTA|EE","Solar","0.40"
"18/10/2024 04:00:00 - 18/10/2024 05:00:00","CTA|EE","Solar","0.40"
"18/10/2024 05:00:00 - 18/10/2024 06:00:00","CTA|EE","Solar","0.70"
"18/10/2024 06:00:00 - 18/10/2024 07:00:00","CTA|EE","Solar","2.30"
"18/10/2024 07:00:00 - 18/10/2024 08:00:00","CTA|EE","Solar","33.70"
"18/10/2024 08:00:00 - 18/10/2024 09:00:00","CTA|EE","Solar","208.00"
"18/10/2024 09:00:00 - 18/10/2024 10:00:00","CTA|EE","Solar","412.60"
"18/10/2024 10:00:00 - 18/10/2024 11:00:00","CTA|EE","Solar","568.40"
"18/10/2024 11:00:00 - 18/10/2024 12:00:00","CTA|EE","Solar","631.80"
"18/10/2024 12:00:00 - 18/10/2024 13:00:00","CTA|EE","Solar","635.20"
"18/10/2024 13:00:00 - 18/10/2024 14:00:00","CTA|EE","Solar","583.30"
"18/10/2024 14:00:00 - 18/10/2024 15:00:00","CTA|EE","Solar","452.80"
"18/10/2024 15:00:00 - 18/10/2024 16:00:00","CTA|EE","Solar","239.80"
"18/10/2024 16:00:00 - 18/10/2024 17:00:00","CTA|EE","Solar","42.80"
"18/10/2024 17:00:00 - 18/10/2024 18:00:00","CTA|EE","Solar","3.40"
"18/10/2024 18:00:00 - 18/10/2024 19:00:00","CTA|EE","Solar","2.80"
"18/10/2024 19:00:00 - 18/10/2024 20:00:00","CTA|EE","Solar","1.00"
"18/10/2024 20:00:00 - 18/10/2024 21:00:00","CTA|EE","Solar","0.70"
"18/10/2024 21:00:00 - 18/10/2024 22:00:00","CTA|EE","Solar","0.60"
"18/10/2024 22:00:00 - 18/10/2024 23:00:00","CTA|EE","Solar","0.60"
"18/10/2024 23:00:00 - 19/10/2024 00:00:00","CTA|EE","Solar","0.50"
"19/10/2024 00:00:00 - 19/10/2024 01:00:00","CTA|EE","Solar","0.70"
"19/10/2024 01:00:00 - 19/10/2024 02:00:00","CTA|EE","Solar","0.40"
"19/10/2024 02:00:00 - 19/10/2024 03:00:00","CTA|EE","Solar","0.40"
"19/10/2024 03:00:00 - 19/10/2024 04:00:00","CTA|EE","Solar","0.40"
"19/10/2024 04:00:00 - 19/10/2024 05:00:00","CTA|EE","Solar","0.40"
"19/10/2024 05:00:00 - 19/10/2024 06:00:00","CTA|EE","Solar","0.50"
"19/10/2024 06:00:00 - 19/10/2024 07:00:00","CTA|EE","Solar","0.90"
"19/10/2024 07:00:00 - 19/10/2024 08:00:00","CTA|EE","Solar","32.40"
"19/10/2024 08:00:00 - 19/10/2024 09:00:00","CTA|EE","Solar","206.10"
"19/10/2024 09:00:00 - 19/10/2024 10:00:00","CTA|EE","Solar","425.90"
"19/10/2024 10:00:00 - 19/10/2024 11:00:00","CTA|EE","Solar","583.60"
"19/10/2024 11:00:00 - 19/10/2024 12:00:00","CTA|EE","Solar","635.80"
"19/10/2024 12:00:00 - 19/10/2024 13:00:00","CTA|EE","Solar","620.10"
"19/10/2024 13:00:00 - 19/10/2024 14:00:00","CTA|EE","Solar","542.50"
"19/10/2024 14:00:00 - 19/10/2024 15:00:00","CTA|EE","Solar","401.90"
"19/10/2024 15:00:00 - 19/10/2024 16:00:00","CTA|EE","Solar","208.90"
"19/10/2024 16:00:00 - 19/10/2024 17:00:00","CTA|EE","Solar","43.50"
"19/10/2024 17:00:00 - 19/10/2024 18:00:00","CTA|EE","Solar","3.20"
"19/10/2024 18:00:00 - 19/10/2024 19:00:00","CTA|EE","Solar","1.40"
"19/10/2024 19:00:00 - 19/10/2024 20:00:00","CTA|EE","Solar","0.60"
"19/10/2024 20:00:00 - 19/10/2024 21:00:00","CTA|EE","Solar","0.50"
"19/10/2024 21:00:00 - 19/10/2024 22:00:00","CTA|EE","Solar","0.50"
"19/10/2024 22:00:00 - 19/10/2024 23:00:00","CTA|EE","Solar","0.50"
"19/10/2024 23:00:00 - 20/10/2024 00:00:00","CTA|EE","Solar","0.40"
"20/10/2024 00:00:00 - 20/10/2024 01:00:00","CTA|EE","Solar","0.40"
"20/10/2024 01:00:00 - 20/10/2024 02:00:00","CTA|EE","Solar","0.40"
"20/10/2024 02:00:00 - 20/10/2024 03:00:00","CTA|EE","Solar","0.40"
"20/10/2024 03:00:00 - 20/10/2024 04:00:00","CTA|EE","Solar","0.30"
"20/10/2024 04:00:00 - 20/10/2024 05:00:00","CTA|EE","Solar","0.30"
"20/10/2024 05:00:00 - 20/10/2024 06:00:00","CTA|EE","Solar","0.40"
"20/10/2024 06:00:00 - 20/10/2024 07:00:00","CTA|EE","Solar","0.60"
"20/10/2024 07:00:00 - 20/10/2024 08:00:00","CTA|EE","Solar","27.40"
"20/10/2024 08:00:00 - 20/10/2024 09:00:00","CTA|EE","Solar","173.10"
"20/10/2024 09:00:00 - 20/10/2024 10:00:00","CTA|EE","Solar","364.90"
"20/10/2024 10:00:00 - 20/10/2024 11:00:00","CTA|EE","Solar","489.60"
"20/10/2024 11:00:00 - 20/10/2024 12:00:00","CTA|EE","Solar","540.40"
"20/10/2024 12:00:00 - 20/10/2024 13:00:00","CTA|EE","Solar","527.20"
"20/10/2024 13:00:00 - 20/10/2024 14:00:00","CTA|EE","Solar","425.60"
"20/10/2024 14:00:00 - 20/10/2024 15:00:00","CTA|EE","Solar","287.50"
"20/10/2024 15:00:00 - 20/10/2024 16:00:00","CTA|EE","Solar","125.80"
"20/10/2024 16:00:00 - 20/10/2024 17:00:00","CTA|EE","Solar","20.10"
"20/10/2024 17:00:00 - 20/10/2024 18:00:00","CTA|EE","Solar","1.90"
"20/10/2024 18:00:00 - 20/10/2024 19:00:00","CTA|EE","Solar","1.20"
"20/10/2024 19:00:00 - 20/10/2024 20:00:00","CTA|EE","Solar","0.70"
"20/10/2024 20:00:00 - 20/10/2024 21:00:00","CTA|EE","Solar","0.60"
"20/10/2024 21:00:00 - 20/10/2024 22:00:00","CTA|EE","Solar","0.60"
"20/10/2024 22:00:00 - 20/10/2024 23:00:00","CTA|EE","Solar","0.80"
"20/10/2024 23:00:00 - 21/10/2024 00:00:00","CTA|EE","Solar","1.00"
"21/10/2024 00:00:00 - 21/10/2024 01:00:00","CTA|EE","Solar","0.50"
"21/10/2024 01:00:00 - 21/10/2024 02:00:00","CTA|EE","Solar","0.50"
"21/10/2024 02:00:00 - 21/10/2024 03:00:00","CTA|EE","Solar","0.50"
"21/10/2024 03:00:00 - 21/10/2024 04:00:00","CTA|EE","Solar","0.40"
"21/10/2024 04:00:00 - 21/10/2024 05:00:00","CTA|EE","Solar","0.40"
"21/10/2024 05:00:00 - 21/10/2024 06:00:00","CTA|EE","Solar","0.50"
"21/10/2024 06:00:00 - 21/10/2024 07:00:00","CTA|EE","Solar","1.50"
"21/10/2024 07:00:00 - 21/10/2024 08:00:00","CTA|EE","Solar","12.70"
"21/10/2024 08:00:00 - 21/10/2024 09:00:00","CTA|EE","Solar","50.20"
"21/10/2024 09:00:00 - 21/10/2024 10:00:00","CTA|EE","Solar","72.10"
"21/10/2024 10:00:00 - 21/10/2024 11:00:00","CTA|EE","Solar","96.80"
"21/10/2024 11:00:00 - 21/10/2024 12:00:00","CTA|EE","Solar","124.70"
